LIMIT_BAL,AGE,default.payment.next.month,PAY_AGG,BILL_AMT_BIN1,PAY_AMT_BIN1,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
140000.0,34,1,4,6,4,1,0,1,0,0,0,1,0,0
300000.0,45,0,0,7,4,1,0,1,0,0,0,1,0,0
30000.0,26,0,4,4,2,0,1,0,1,0,0,1,0,0
200000.0,47,0,1,7,5,1,0,0,0,1,0,1,0,0
270000.0,26,1,0,4,7,0,1,0,1,0,0,0,1,0
90000.0,36,0,0,6,3,0,1,0,1,0,0,0,0,1
10000.0,26,1,6,2,1,1,0,0,1,0,0,0,1,0
50000.0,22,0,2,4,1,0,1,0,0,1,0,0,1,0
80000.0,25,0,0,1,1,0,1,1,0,0,0,0,1,0
110000.0,26,0,0,5,3,0,1,0,1,0,0,0,1,0
370000.0,30,0,0,3,3,1,0,1,0,0,0,0,1,0
50000.0,23,0,0,2,2,1,0,0,1,0,0,0,1,0
10000.0,37,0,0,2,2,1,0,0,1,0,0,0,1,0
180000.0,27,0,1,6,6,0,1,1,0,0,0,0,1,0
60000.0,59,0,6,5,3,0,1,0,1,0,0,1,0,0
90000.0,43,1,2,5,4,0,1,1,0,0,0,1,0,0
120000.0,30,0,1,1,1,0,1,1,0,0,0,1,0,0
110000.0,30,0,0,6,4,1,0,1,0,0,0,0,1,0
280000.0,61,0,0,7,4,0,1,0,0,1,0,1,0,0
200000.0,28,0,2,3,6,1,0,1,0,0,0,0,1,0
130000.0,29,0,0,5,3,1,0,0,1,0,0,0,1,0
200000.0,28,1,4,5,1,0,1,0,1,0,0,0,1,0
50000.0,26,1,0,4,2,0,1,0,1,0,0,0,1,0
30000.0,53,0,0,2,1,1,0,0,0,1,0,1,0,0
230000.0,30,0,0,3,6,0,1,1,0,0,0,1,0,0
180000.0,31,0,0,3,2,0,1,1,0,0,0,0,1,0
220000.0,40,0,0,6,6,1,0,1,0,0,0,1,0,0
50000.0,46,0,0,5,1,1,0,1,0,0,0,0,1,0
20000.0,27,0,1,1,1,1,0,1,0,0,0,0,1,0
250000.0,40,0,0,2,1,0,1,0,1,0,0,0,1,0
50000.0,41,0,0,5,3,1,0,0,0,1,0,0,1,0
180000.0,26,0,0,3,2,0,1,0,1,0,0,0,1,0
320000.0,44,0,0,4,6,1,0,0,1,0,0,0,1,0
10000.0,41,1,1,2,2,0,1,0,0,1,0,1,0,0
320000.0,31,0,0,2,4,0,1,1,0,0,0,0,1,0
250000.0,30,0,0,7,4,1,0,0,1,0,0,0,1,0
30000.0,24,0,5,4,1,1,0,0,1,0,0,0,1,0
260000.0,31,0,0,2,1,1,0,0,1,0,0,0,1,0
130000.0,37,0,0,6,4,0,1,0,1,0,0,1,0,0
180000.0,30,1,1,6,4,0,1,1,0,0,0,1,0,0
270000.0,27,0,0,7,5,0,1,1,0,0,0,0,1,0
80000.0,30,0,0,4,3,0,1,0,0,1,0,0,1,0
30000.0,27,0,0,2,2,0,1,1,0,0,0,0,1,0
100000.0,35,1,4,6,1,1,0,0,0,1,0,1,0,0
340000.0,33,1,0,8,5,0,1,0,1,0,0,0,1,0
210000.0,26,0,0,7,5,0,1,0,1,0,0,1,0,0
280000.0,27,0,0,1,1,0,1,1,0,0,0,0,1,0
710000.0,33,0,0,3,6,1,0,0,1,0,0,0,1,0
50000.0,23,0,0,4,2,0,1,0,1,0,0,0,1,0
190000.0,35,0,0,4,2,1,0,1,0,0,0,0,1,0
400000.0,32,0,0,5,4,0,1,1,0,0,0,0,1,0
110000.0,53,0,0,2,1,0,1,0,0,1,0,1,0,0
20000.0,23,1,2,4,2,0,1,0,1,0,0,1,0,0
20000.0,25,1,2,4,1,0,1,1,0,0,0,0,1,0
20000.0,29,0,6,3,1,0,1,0,1,0,0,1,0,0
20000.0,23,0,5,3,2,1,0,0,1,0,0,0,1,0
230000.0,43,0,0,4,4,0,1,1,0,0,0,0,1,0
180000.0,37,0,0,3,7,1,0,0,1,0,0,1,0,0
280000.0,41,0,0,3,3,1,0,0,1,0,0,1,0,0
510000.0,36,0,0,7,5,0,1,1,0,0,0,0,1,0
150000.0,40,0,0,6,4,1,0,0,1,0,0,1,0,0
20000.0,26,1,1,4,2,1,0,0,0,1,0,0,1,0
110000.0,38,0,0,6,3,0,1,0,0,1,0,1,0,0
230000.0,34,1,2,2,1,0,1,1,0,0,0,0,1,0
180000.0,27,0,0,6,4,0,1,1,0,0,0,0,1,0
230000.0,36,0,0,3,2,0,1,0,0,1,0,0,1,0
370000.0,35,0,0,4,1,0,1,1,0,0,0,0,1,0
500000.0,30,0,0,2,4,0,1,1,0,0,0,0,1,0
260000.0,43,0,1,1,1,0,1,0,1,0,0,1,0,0
80000.0,53,1,0,3,1,1,0,0,1,0,0,1,0,0
140000.0,27,0,6,6,5,0,1,0,1,0,0,0,1,0
50000.0,30,0,2,4,2,1,0,1,0,0,0,0,1,0
50000.0,45,0,3,4,2,0,1,0,1,0,0,1,0,0
80000.0,32,0,0,3,1,1,0,1,0,0,0,0,1,0
150000.0,28,1,0,5,4,0,1,0,1,0,0,0,1,0
50000.0,46,0,0,5,3,0,1,0,1,0,0,1,0,0
80000.0,39,0,1,5,2,1,0,0,1,0,0,0,0,1
140000.0,40,0,0,5,3,0,1,1,0,0,0,1,0,0
140000.0,30,0,0,6,4,0,1,1,0,0,0,0,1,0
50000.0,24,0,0,2,1,0,1,0,1,0,0,0,1,0
30000.0,24,0,1,4,3,0,1,0,1,0,0,0,1,0
230000.0,32,1,0,7,4,1,0,0,1,0,0,0,1,0
150000.0,26,0,0,6,4,0,1,0,1,0,0,0,1,0
200000.0,53,0,0,3,1,0,1,0,1,0,0,1,0,0
110000.0,41,0,6,2,1,0,1,1,0,0,0,1,0,0
150000.0,44,0,0,4,3,0,1,0,1,0,0,1,0,0
200000.0,46,1,0,2,4,0,1,0,0,1,0,1,0,0
180000.0,33,0,2,1,1,0,1,0,0,1,0,0,1,0
90000.0,29,0,0,3,4,0,1,1,0,0,0,0,1,0
200000.0,30,1,0,2,1,0,1,1,0,0,0,0,1,0
230000.0,45,0,0,2,1,0,1,0,1,0,0,1,0,0
80000.0,29,0,0,4,3,1,0,1,0,0,0,0,1,0
230000.0,33,0,0,3,1,0,1,1,0,0,0,0,1,0
340000.0,31,1,3,8,1,0,1,0,1,0,0,0,1,0
290000.0,53,0,0,2,1,0,1,0,1,0,0,1,0,0
60000.0,41,0,0,5,3,0,1,0,0,1,0,1,0,0
320000.0,29,1,0,3,1,0,1,1,0,0,0,0,1,0
200000.0,25,0,0,4,1,0,1,0,1,0,0,0,1,0
50000.0,54,0,0,4,2,0,1,0,0,1,0,1,0,0
50000.0,24,1,5,4,1,1,0,0,0,1,0,0,1,0
230000.0,43,0,0,5,4,0,1,0,1,0,0,1,0,0
130000.0,29,0,3,6,5,0,1,1,0,0,0,0,1,0
80000.0,39,0,0,2,3,0,1,0,0,1,0,1,0,0
120000.0,31,0,1,5,4,0,1,1,0,0,0,0,1,0
200000.0,34,0,0,3,2,0,1,0,1,0,0,1,0,0
300000.0,34,0,0,3,3,1,0,0,0,1,0,0,1,0
200000.0,36,0,0,2,4,0,1,0,1,0,0,1,0,0
80000.0,46,0,0,4,2,0,1,0,1,0,0,1,0,0
80000.0,32,0,1,1,7,0,1,0,0,1,0,0,1,0
60000.0,25,0,0,5,2,0,1,1,0,0,0,0,1,0
30000.0,30,0,1,4,2,0,1,0,1,0,0,1,0,0
300000.0,42,0,0,4,1,0,1,0,1,0,0,1,0,0
100000.0,38,0,0,5,4,0,1,1,0,0,0,1,0,0
290000.0,31,0,0,4,2,0,1,1,0,0,0,0,1,0
70000.0,24,1,0,3,2,0,1,0,1,0,0,0,1,0
90000.0,24,0,0,6,4,0,1,0,1,0,0,1,0,0
170000.0,26,0,0,6,3,0,1,1,0,0,0,0,1,0
80000.0,36,1,0,5,3,0,1,0,1,0,0,1,0,0
100000.0,41,0,0,6,4,0,1,0,1,0,0,1,0,0
240000.0,47,0,0,3,1,1,0,1,0,0,0,1,0,0
290000.0,41,0,0,3,1,0,1,1,0,0,0,1,0,0
120000.0,27,1,1,1,1,0,1,1,0,0,0,0,1,0
200000.0,26,0,0,6,4,1,0,0,1,0,0,0,1,0
20000.0,22,0,0,3,3,1,0,0,1,0,0,0,1,0
500000.0,38,0,0,5,6,1,0,1,0,0,0,1,0,0
100000.0,25,0,0,6,3,0,1,0,1,0,0,0,1,0
350000.0,55,0,0,3,4,1,0,1,0,0,0,1,0,0
50000.0,24,0,2,4,1,0,1,0,1,0,0,0,1,0
340000.0,52,0,0,8,5,0,1,0,1,0,0,1,0,0
180000.0,29,0,0,4,2,0,1,0,1,0,0,1,0,0
300000.0,54,0,0,2,1,0,1,1,0,0,0,1,0,0
220000.0,32,0,4,4,1,0,1,1,0,0,0,1,0,0
80000.0,26,0,0,5,3,1,0,1,0,0,0,0,1,0
50000.0,32,0,0,4,2,0,1,0,1,0,0,1,0,0
100000.0,26,0,0,5,3,1,0,0,1,0,0,0,1,0
200000.0,27,0,0,5,6,1,0,1,0,0,0,0,1,0
480000.0,45,0,0,4,2,0,1,1,0,0,0,1,0,0
170000.0,34,0,0,4,2,0,1,0,1,0,0,1,0,0
20000.0,25,1,0,4,2,0,1,1,0,0,0,0,1,0
80000.0,28,1,0,4,2,1,0,0,1,0,0,1,0,0
80000.0,26,1,0,5,3,1,0,1,0,0,0,0,1,0
300000.0,31,0,2,7,5,1,0,0,1,0,0,1,0,0
150000.0,29,0,0,2,5,1,0,1,0,0,0,0,1,0
50000.0,24,0,0,3,5,0,1,0,1,0,0,0,1,0
50000.0,26,0,0,2,1,0,1,0,1,0,0,1,0,0
100000.0,28,0,1,6,3,0,1,0,0,1,0,0,1,0
90000.0,45,0,0,4,6,0,1,0,1,0,0,1,0,0
70000.0,24,1,6,4,2,0,1,1,0,0,0,0,1,0
400000.0,42,0,0,4,4,1,0,1,0,0,0,1,0,0
10000.0,36,1,1,3,3,1,0,0,1,0,0,0,1,0
80000.0,27,0,0,5,5,1,0,1,0,0,0,0,1,0
70000.0,33,0,0,5,3,1,0,1,0,0,0,0,1,0
100000.0,44,0,6,4,2,1,0,0,0,1,0,1,0,0
210000.0,33,1,0,2,1,0,1,0,1,0,0,1,0,0
360000.0,39,1,1,1,1,0,1,0,0,1,0,0,1,0
280000.0,28,0,3,8,1,1,0,1,0,0,0,1,0,0
180000.0,32,0,0,5,3,1,0,1,0,0,0,0,1,0
220000.0,45,0,2,7,1,1,0,1,0,0,0,1,0,0
200000.0,47,0,0,2,1,1,0,1,0,0,0,0,1,0
130000.0,25,0,2,5,1,0,1,0,1,0,0,0,1,0
200000.0,47,0,0,2,1,1,0,0,1,0,0,1,0,0
170000.0,44,0,0,4,5,0,1,1,0,0,0,1,0,0
140000.0,30,0,0,4,4,1,0,1,0,0,0,0,1,0
50000.0,54,0,0,5,3,0,1,0,0,1,0,1,0,0
200000.0,26,0,1,4,3,0,1,0,0,1,0,0,1,0
200000.0,33,0,0,7,4,1,0,0,0,1,0,0,1,0
360000.0,36,0,1,7,4,0,1,0,0,1,0,1,0,0
50000.0,33,0,0,3,2,1,0,0,1,0,0,1,0,0
500000.0,37,0,0,3,2,0,1,1,0,0,0,0,1,0
90000.0,30,1,2,5,3,0,1,0,1,0,0,0,1,0
500000.0,36,0,0,2,2,1,0,1,0,0,0,0,1,0
80000.0,33,0,0,5,3,0,1,0,0,1,0,1,0,0
230000.0,53,0,0,2,5,1,0,0,0,1,0,1,0,0
120000.0,30,1,0,2,1,0,1,1,0,0,0,0,1,0
190000.0,56,0,0,5,3,0,1,0,0,1,0,1,0,0
500000.0,50,0,0,7,6,1,0,0,1,0,0,1,0,0
80000.0,42,0,1,1,1,0,1,0,1,0,0,1,0,0
450000.0,35,0,1,1,1,0,1,1,0,0,0,0,1,0
280000.0,30,0,1,1,1,0,1,1,0,0,0,1,0,0
360000.0,47,1,0,2,1,0,1,0,0,1,0,1,0,0
30000.0,21,0,0,4,2,0,1,0,1,0,0,0,1,0
50000.0,25,1,2,4,3,0,1,0,1,0,0,1,0,0
60000.0,49,1,1,1,1,0,1,0,1,0,0,1,0,0
30000.0,28,0,0,3,2,0,1,0,1,0,0,1,0,0
20000.0,49,1,0,4,3,1,0,0,1,0,0,1,0,0
20000.0,57,0,2,4,2,1,0,0,0,1,0,0,0,1
200000.0,43,1,1,4,2,1,0,1,0,0,0,1,0,0
100000.0,25,0,0,1,1,0,1,1,0,0,0,0,1,0
300000.0,39,0,0,2,1,0,1,0,0,1,0,1,0,0
210000.0,39,0,1,1,1,0,1,1,0,0,0,0,1,0
70000.0,71,0,1,5,3,0,1,0,0,1,0,1,0,0
210000.0,29,0,2,2,1,0,1,0,1,0,0,0,1,0
440000.0,31,1,4,8,1,1,0,1,0,0,0,1,0,0
410000.0,33,0,0,3,1,1,0,1,0,0,0,0,1,0
110000.0,36,0,0,6,4,1,0,1,0,0,0,1,0,0
200000.0,36,0,0,6,1,0,1,1,0,0,0,0,1,0
180000.0,42,1,0,2,3,0,1,0,0,1,0,1,0,0
150000.0,46,0,0,4,2,0,1,1,0,0,0,1,0,0
330000.0,33,0,3,1,1,0,1,1,0,0,0,0,1,0
500000.0,41,0,1,3,7,0,1,0,1,0,0,1,0,0
350000.0,35,0,0,5,6,0,1,0,1,0,0,1,0,0
200000.0,36,1,0,2,4,0,1,0,1,0,0,1,0,0
280000.0,45,1,0,2,2,1,0,1,0,0,0,1,0,0
80000.0,39,0,0,3,4,0,1,0,0,1,0,1,0,0
280000.0,29,0,0,3,5,0,1,1,0,0,0,0,1,0
130000.0,23,0,4,6,5,0,1,0,1,0,0,0,1,0
160000.0,49,0,0,5,3,0,1,0,1,0,0,1,0,0
20000.0,23,1,6,2,1,0,1,0,1,0,0,0,1,0
300000.0,32,0,0,4,2,0,1,0,1,0,0,0,1,0
100000.0,32,0,0,6,3,0,1,1,0,0,0,0,1,0
130000.0,38,0,0,2,1,1,0,0,1,0,0,1,0,0
500000.0,55,1,6,3,1,1,0,1,0,0,0,1,0,0
200000.0,27,1,6,7,4,0,1,0,1,0,0,1,0,0
360000.0,30,0,0,5,5,0,1,1,0,0,0,0,1,0
20000.0,26,1,1,1,1,0,1,0,1,0,0,1,0,0
400000.0,29,0,2,4,1,1,0,0,1,0,0,0,1,0
200000.0,52,0,3,7,4,0,1,0,0,1,0,1,0,0
30000.0,58,1,0,2,4,1,0,0,1,0,0,1,0,0
50000.0,55,0,2,4,1,1,0,0,1,0,0,1,0,0
230000.0,51,1,0,2,3,0,1,1,0,0,0,1,0,0
210000.0,36,1,1,1,1,0,1,1,0,0,0,1,0,0
50000.0,49,1,6,2,1,0,1,1,0,0,0,0,1,0
230000.0,44,0,0,2,1,1,0,1,0,0,0,1,0,0
230000.0,48,0,0,7,4,0,1,1,0,0,0,0,1,0
350000.0,36,0,0,8,5,0,1,1,0,0,0,1,0,0
170000.0,36,0,1,2,2,0,1,1,0,0,0,0,1,0
150000.0,36,0,6,6,4,0,1,0,1,0,0,1,0,0
90000.0,27,0,0,2,6,0,1,0,1,0,0,1,0,0
320000.0,33,0,0,1,1,0,1,1,0,0,0,0,1,0
120000.0,45,0,0,6,2,0,1,0,1,0,0,0,1,0
20000.0,56,0,1,3,2,0,1,0,0,1,0,1,0,0
280000.0,41,0,1,2,4,0,1,1,0,0,0,1,0,0
90000.0,28,0,0,5,2,0,1,0,1,0,0,0,1,0
450000.0,30,0,0,4,1,1,0,1,0,0,0,1,0,0
270000.0,27,0,0,6,4,1,0,0,1,0,0,0,1,0
80000.0,41,0,0,5,3,0,1,0,1,0,0,1,0,0
230000.0,41,0,0,7,4,0,1,0,1,0,0,1,0,0
50000.0,30,1,3,2,1,0,1,0,1,0,0,1,0,0
250000.0,48,1,0,7,5,1,0,1,0,0,0,1,0,0
220000.0,42,0,0,4,6,0,1,1,0,0,0,0,1,0
30000.0,38,0,0,4,2,0,1,1,0,0,0,1,0,0
120000.0,68,1,2,6,4,1,0,0,1,0,0,0,1,0
100000.0,26,0,0,4,2,0,1,0,1,0,0,0,1,0
150000.0,25,1,6,6,5,0,1,1,0,0,0,0,1,0
670000.0,28,0,0,5,4,1,0,1,0,0,0,0,1,0
200000.0,36,0,0,3,7,1,0,1,0,0,0,1,0,0
70000.0,47,0,0,5,3,0,1,0,0,1,0,1,0,0
50000.0,41,0,5,4,1,0,1,0,1,0,0,1,0,0
80000.0,64,1,2,5,1,0,1,0,1,0,0,0,1,0
10000.0,23,1,6,2,1,1,0,1,0,0,0,0,1,0
140000.0,37,1,4,6,5,0,1,1,0,0,0,1,0,0
30000.0,21,0,0,4,3,0,1,0,1,0,0,0,1,0
200000.0,36,1,0,6,4,1,0,0,1,0,0,0,1,0
90000.0,24,1,4,4,3,0,1,0,1,0,0,0,1,0
130000.0,52,0,4,6,1,0,1,0,1,0,0,1,0,0
160000.0,26,0,0,3,4,0,1,0,1,0,0,0,1,0
150000.0,58,0,0,4,4,0,1,0,0,1,0,1,0,0
150000.0,34,0,0,2,5,0,1,1,0,0,0,0,1,0
20000.0,24,0,1,3,1,1,0,1,0,0,0,0,1,0
80000.0,26,1,0,2,1,0,1,1,0,0,0,0,1,0
460000.0,31,0,0,6,4,1,0,0,1,0,0,1,0,0
60000.0,40,1,1,2,7,0,1,0,0,1,0,1,0,0
50000.0,38,1,0,5,3,1,0,0,1,0,0,1,0,0
200000.0,35,1,0,7,4,0,1,0,0,1,0,1,0,0
60000.0,30,0,0,5,3,0,1,0,1,0,0,1,0,0
200000.0,31,0,0,5,6,1,0,1,0,0,0,1,0,0
230000.0,33,0,0,7,5,1,0,1,0,0,0,1,0,0
50000.0,38,0,0,4,2,1,0,0,1,0,0,1,0,0
60000.0,51,0,0,5,3,0,1,0,0,1,0,0,1,0
180000.0,47,1,0,2,2,1,0,0,1,0,0,1,0,0
50000.0,47,0,0,5,2,0,1,0,1,0,0,1,0,0
150000.0,62,0,1,1,1,1,0,0,0,1,0,1,0,0
140000.0,36,1,0,2,1,0,1,0,1,0,0,1,0,0
120000.0,35,1,6,6,4,1,0,1,0,0,0,1,0,0
200000.0,39,0,0,7,4,0,1,1,0,0,0,1,0,0
500000.0,31,0,1,1,1,1,0,1,0,0,0,0,1,0
120000.0,36,1,4,6,1,0,1,0,1,0,0,1,0,0
500000.0,28,0,1,4,1,1,0,1,0,0,0,0,1,0
50000.0,23,0,0,5,2,0,1,0,0,1,0,0,1,0
30000.0,51,0,0,4,4,0,1,0,0,1,0,0,1,0
240000.0,35,0,0,2,6,1,0,1,0,0,0,1,0,0
170000.0,37,0,1,1,1,0,1,0,1,0,0,1,0,0
80000.0,26,0,2,5,4,1,0,1,0,0,0,0,1,0
360000.0,29,0,0,2,2,1,0,1,0,0,0,0,1,0
50000.0,24,1,4,4,2,0,1,0,1,0,0,0,1,0
70000.0,27,1,1,5,3,0,1,0,1,0,0,1,0,0
250000.0,29,1,4,6,4,0,1,0,1,0,0,1,0,0
150000.0,39,1,6,5,1,0,1,1,0,0,0,1,0,0
100000.0,41,0,0,2,1,0,1,0,1,0,0,1,0,0
360000.0,32,0,0,1,1,1,0,1,0,0,0,0,1,0
30000.0,47,0,0,3,5,0,1,0,0,1,0,1,0,0
490000.0,29,1,0,2,1,1,0,1,0,0,0,1,0,0
180000.0,60,1,3,7,3,0,1,0,1,0,0,1,0,0
420000.0,36,0,0,1,1,0,1,1,0,0,0,1,0,0
20000.0,33,1,1,4,4,1,0,1,0,0,0,0,1,0
480000.0,47,0,0,5,3,1,0,1,0,0,0,1,0,0
350000.0,27,0,1,4,8,1,0,1,0,0,0,0,1,0
360000.0,57,1,1,1,1,1,0,0,1,0,0,1,0,0
240000.0,27,0,0,3,5,0,1,1,0,0,0,0,1,0
280000.0,30,1,0,4,1,0,1,1,0,0,0,0,1,0
150000.0,39,0,0,4,4,0,1,0,1,0,0,1,0,0
320000.0,30,0,0,4,2,1,0,0,1,0,0,0,1,0
20000.0,22,1,1,2,2,0,1,0,1,0,0,0,1,0
50000.0,36,1,1,5,3,0,1,0,0,1,0,1,0,0
280000.0,33,0,0,8,5,1,0,1,0,0,0,0,1,0
450000.0,53,0,0,2,3,0,1,0,1,0,0,1,0,0
260000.0,53,0,0,7,6,0,1,1,0,0,0,0,1,0
500000.0,56,0,0,5,3,1,0,1,0,0,0,1,0,0
470000.0,35,0,0,8,5,1,0,1,0,0,0,0,1,0
150000.0,23,0,0,4,6,0,1,0,1,0,0,0,1,0
100000.0,46,0,4,6,5,0,1,0,0,1,0,1,0,0
100000.0,38,0,6,4,3,1,0,1,0,0,0,0,1,0
220000.0,39,0,0,3,5,1,0,0,1,0,0,0,1,0
300000.0,37,0,2,4,1,0,1,1,0,0,0,0,1,0
230000.0,31,0,0,1,1,0,1,1,0,0,0,0,1,0
300000.0,39,1,1,1,2,0,1,0,0,1,0,0,1,0
50000.0,48,0,0,5,3,1,0,0,0,1,0,0,1,0
170000.0,47,0,0,2,1,1,0,0,0,1,0,1,0,0
460000.0,41,1,0,3,7,1,0,1,0,0,0,1,0,0
30000.0,34,1,6,4,2,0,1,1,0,0,0,0,1,0
30000.0,24,1,2,2,1,0,1,1,0,0,0,0,1,0
20000.0,42,1,0,4,2,1,0,0,1,0,0,1,0,0
220000.0,44,0,0,2,1,1,0,0,0,1,0,1,0,0
70000.0,62,0,0,5,3,0,1,1,0,0,0,1,0,0
330000.0,40,0,2,6,1,0,1,0,1,0,0,0,1,0
370000.0,40,1,1,1,1,1,0,1,0,0,0,1,0,0
230000.0,28,0,0,4,6,1,0,1,0,0,0,0,1,0
50000.0,49,0,0,4,2,1,0,0,0,1,0,1,0,0
360000.0,31,1,0,8,5,1,0,0,1,0,0,0,1,0
390000.0,37,0,0,8,5,0,1,0,1,0,0,0,1,0
360000.0,42,0,0,8,6,0,1,0,1,0,0,0,0,1
30000.0,27,1,2,3,3,0,1,0,1,0,0,1,0,0
500000.0,33,0,1,2,1,1,0,1,0,0,0,1,0,0
120000.0,32,0,0,5,3,0,1,0,0,1,0,0,1,0
360000.0,29,1,0,1,1,1,0,1,0,0,0,0,1,0
20000.0,27,0,0,4,2,0,1,0,1,0,0,1,0,0
50000.0,48,0,0,3,2,0,1,0,1,0,0,1,0,0
230000.0,27,0,1,1,2,0,1,1,0,0,0,0,1,0
160000.0,48,0,1,1,1,0,1,1,0,0,0,1,0,0
110000.0,32,1,4,6,1,0,1,1,0,0,0,1,0,0
50000.0,25,0,5,4,1,1,0,0,1,0,0,0,1,0
30000.0,28,1,3,4,3,1,0,0,0,1,0,0,1,0
50000.0,35,1,0,5,3,1,0,0,1,0,0,0,1,0
240000.0,37,0,0,1,1,0,1,0,0,1,0,1,0,0
90000.0,29,0,0,5,3,1,0,0,0,1,0,0,1,0
150000.0,29,1,0,2,3,0,1,1,0,0,0,1,0,0
100000.0,35,1,4,5,1,0,1,0,1,0,0,1,0,0
70000.0,24,1,3,4,4,0,1,1,0,0,0,0,1,0
430000.0,27,1,0,2,2,0,1,0,1,0,0,0,1,0
150000.0,31,0,0,5,5,1,0,1,0,0,0,0,1,0
50000.0,48,0,0,5,2,1,0,1,0,0,0,0,1,0
200000.0,33,1,0,1,1,1,0,1,0,0,0,0,1,0
150000.0,28,0,0,4,2,0,1,0,1,0,0,1,0,0
50000.0,25,0,0,3,6,1,0,0,1,0,0,0,1,0
300000.0,31,0,0,4,1,1,0,1,0,0,0,0,1,0
50000.0,44,0,0,5,3,0,1,0,1,0,0,1,0,0
30000.0,30,1,1,1,1,1,0,1,0,0,0,0,1,0
380000.0,53,0,1,1,1,1,0,1,0,0,0,1,0,0
70000.0,45,0,3,5,3,0,1,1,0,0,0,1,0,0
360000.0,28,0,0,4,4,1,0,0,1,0,0,0,1,0
50000.0,41,0,0,4,2,1,0,0,1,0,0,0,1,0
20000.0,30,0,3,3,2,0,1,1,0,0,0,0,1,0
80000.0,27,0,0,5,4,0,1,0,1,0,0,0,1,0
30000.0,49,0,2,3,3,1,0,0,1,0,0,1,0,0
50000.0,55,0,0,5,3,0,1,0,0,1,0,0,1,0
30000.0,37,0,0,4,2,0,1,0,0,1,0,1,0,0
260000.0,38,1,0,3,2,1,0,1,0,0,0,1,0,0
210000.0,39,0,0,4,1,0,1,0,1,0,0,1,0,0
200000.0,29,0,0,3,3,0,1,1,0,0,0,0,1,0
50000.0,56,1,0,3,2,1,0,1,0,0,0,1,0,0
490000.0,28,0,0,6,4,1,0,0,0,1,0,1,0,0
170000.0,45,0,0,3,1,1,0,1,0,0,0,1,0,0
500000.0,29,0,0,4,3,1,0,1,0,0,0,0,1,0
220000.0,46,0,1,7,4,1,0,0,1,0,0,1,0,0
150000.0,30,0,0,6,4,0,1,1,0,0,0,0,1,0
50000.0,34,0,6,4,2,0,1,0,1,0,0,1,0,0
50000.0,52,0,0,5,3,1,0,0,1,0,0,1,0,0
100000.0,26,0,0,6,3,0,1,1,0,0,0,0,1,0
310000.0,25,0,0,4,5,0,1,0,1,0,0,0,1,0
510000.0,35,0,0,5,4,0,1,1,0,0,0,1,0,0
200000.0,41,0,5,3,1,1,0,0,1,0,0,1,0,0
50000.0,43,0,1,3,3,1,0,0,0,1,0,1,0,0
300000.0,38,0,3,3,1,0,1,1,0,0,0,0,1,0
450000.0,40,0,1,1,1,0,1,1,0,0,0,1,0,0
30000.0,27,0,0,3,2,1,0,0,1,0,0,0,1,0
60000.0,27,0,1,2,1,0,1,1,0,0,0,0,1,0
140000.0,23,1,1,4,2,0,1,0,1,0,0,0,1,0
50000.0,32,0,0,4,2,0,1,0,1,0,0,0,1,0
90000.0,28,0,1,5,4,0,1,0,0,1,0,0,1,0
190000.0,34,0,2,6,6,0,1,0,1,0,0,1,0,0
150000.0,29,0,0,6,4,0,1,1,0,0,0,0,1,0
390000.0,28,0,0,4,2,0,1,0,1,0,0,0,1,0
30000.0,47,0,0,4,2,1,0,0,0,1,0,1,0,0
240000.0,60,1,1,7,4,1,0,1,0,0,0,1,0,0
260000.0,29,1,0,2,1,0,1,1,0,0,0,0,1,0
30000.0,25,0,0,3,6,1,0,0,0,1,0,0,1,0
500000.0,28,0,0,5,3,0,1,1,0,0,0,0,1,0
60000.0,29,0,3,4,2,0,1,0,1,0,0,0,1,0
200000.0,30,0,0,6,4,1,0,0,0,1,0,1,0,0
80000.0,31,0,0,5,3,1,0,0,1,0,0,1,0,0
100000.0,30,0,1,1,1,0,1,0,1,0,0,0,1,0
380000.0,42,0,0,3,1,1,0,1,0,0,0,1,0,0
210000.0,30,1,0,4,2,1,0,0,1,0,0,1,0,0
10000.0,27,1,0,3,2,1,0,0,1,0,0,0,1,0
500000.0,44,0,0,6,3,1,0,0,1,0,0,1,0,0
240000.0,37,1,1,6,4,0,1,1,0,0,0,1,0,0
270000.0,29,0,0,7,4,1,0,1,0,0,0,0,1,0
50000.0,25,0,0,4,4,1,0,0,1,0,0,0,1,0
120000.0,36,0,2,5,3,0,1,1,0,0,0,0,1,0
280000.0,28,0,0,8,7,1,0,1,0,0,0,0,1,0
260000.0,28,0,0,6,4,0,1,1,0,0,0,0,1,0
360000.0,38,0,0,3,4,1,0,1,0,0,0,1,0,0
210000.0,30,0,1,1,1,0,1,1,0,0,0,0,1,0
390000.0,29,0,0,3,6,1,0,1,0,0,0,0,1,0
40000.0,36,0,3,4,3,1,0,0,1,0,0,1,0,0
10000.0,27,0,0,3,2,0,1,0,1,0,0,0,1,0
120000.0,43,1,0,1,1,0,1,0,1,0,0,1,0,0
200000.0,43,0,0,2,2,1,0,0,0,1,0,1,0,0
80000.0,37,0,0,2,3,0,1,0,1,0,0,1,0,0
60000.0,27,0,1,3,2,0,1,0,1,0,0,0,1,0
